,2
2555,19147379.02
2556,29277796.245
2557,26430764.61454545
2558,31402392.66090909
2559,18511512.936409093
2560,19356620.399363633
2561,20134974.329000004
2562,18972560.9395
2563,20040674.28530001
2564,19096098.2702
