,7
2555,5485843.220000001
2556,6348210.9705
2557,13973339.196166666
2558,13702715.798
2559,20337088.645000003
2560,18255227.0165
2561,15459806.070999997
2562,13933526.029
2563,14502472.876000002
2564,11719626.79
