,3
2555,30204624.647
2556,62078272.44495238
2557,91151898.8466883
2558,93740917.71502264
2559,167560671.19624317
2560,227674890.5208977
2561,235678008.912811
2562,276272709.2162
2563,232969445.62829995
2564,422082202.6952
