,4
2555,1008742.67
2556,4501863.329999999
2557,8239048.109999999
2558,19258248.26
2559,17127871.174
2560,12806074.174
2561,11084210.573999995
2562,10721214.805
2563,6730906.082999999
2564,4829551.14
